order_id,order_date,branch_id,customer_id,product_id,quantity,unit_price,revenue
114,2025-12-10,5,111,86,2,217.43,434.86
115,2025-09-05,2,82,81,3,125.18,375.54
116,2024-05-27,7,167,82,2,159.49,318.98
117,2025-03-17,5,134,69,2,341.97,683.94
118,2025-05-03,9,174,119,1,129.74,129.74
119,2025-12-28,1,1,107,2,96.76,193.52
120,2024-02-22,6,187,57,5,337.18,1685.9
121,2025-03-27,5,106,33,1,36.13,36.13
122,2025-12-20,5,162,116,2,34.3,68.6
123,2025-06-30,10,135,38,2,45.02,90.04
124,2025-11-25,8,27,69,4,341.97,1367.88
125,2025-10-31,7,66,33,4,36.13,144.52
126,2025-03-13,9,52,3,4,44.33,177.32
127,2025-06-28,1,9,107,1,96.76,96.76
128,2024-07-30,8,54,65,1,277.53,277.53
129,2025-05-24,3,63,20,3,104.42,313.26
130,2024-07-20,3,190,45,3,142.3,426.9
131,2024-09-16,1,22,71,4,180.99,723.96
132,2024-10-12,3,131,38,1,45.02,45.02
133,2024-08-27,7,21,9,1,98.01,98.01
134,2025-05-22,2,75,94,2,108.98,217.96
135,2024-07-02,6,62,72,4,150.36,601.44
136,2024-07-22,7,100,80,5,449.04,2245.2
137,2025-11-17,9,152,23,3,31.71,95.13
138,2025-11-27,10,124,19,2,61.82,123.64
139,2024-09-25,5,114,107,1,96.76,96.76
140,2025-11-14,5,176,115,2,87.51,175.02
141,2025-04-05,8,108,54,4,429.71,1718.84
142,2025-09-25,1,47,96,2,21.4,42.8
143,2025-07-03,4,157,52,2,347.09,694.18
144,2024-03-08,4,170,99,4,232.35,929.4
145,2024-10-29,1,137,99,1,232.35,232.35
146,2025-07-09,9,28,63,3,209.35,628.05
147,2024-01-07,1,10,49,1,152.06,152.06
148,2024-05-27,3,76,87,1,193.76,193.76
149,2024-08-01,7,7,99,1,232.35,232.35
150,2025-01-03,6,100,89,2,119.92,239.84
151,2025-08-30,8,183,53,2,421.85,843.7
152,2024-05-27,8,152,30,3,55.81,167.43
153,2024-11-08,10,170,105,1,88.31,88.31
154,2024-09-24,8,50,22,1,48.33,48.33
155,2024-08-01,10,94,41,4,67.95,271.8
156,2024-09-17,5,15,15,2,62.37,124.74
157,2025-11-06,10,94,104,1,69.5,69.5
158,2025-01-26,5,163,76,4,482.76,1931.04
159,2024-12-03,10,60,55,1,503.46,503.46
160,2024-02-15,3,151,32,2,38.47,76.94
161,2025-02-20,3,53,68,1,288.63,288.63
162,2025-04-27,7,166,46,1,322.71,322.71
163,2024-10-27,3,21,42,1,176.35,176.35
164,2025-01-27,5,186,14,3,202.61,607.83
165,2024-02-04,7,157,36,4,35.54,142.16
166,2025-01-19,6,49,50,2,409.76,819.52
167,2025-12-29,5,122,25,1,21.68,21.68
168,2025-05-28,5,144,26,2,30.45,60.9
169,2025-07-28,7,10,114,1,138.08,138.08
170,2025-01-08,4,169,106,2,52.68,105.36
171,2024-12-01,7,154,21,2,17.21,34.42
172,2025-04-02,8,92,30,2,55.81,111.62
173,2025-10-04,2,125,42,1,176.35,176.35
174,2024-12-22,3,128,34,3,54.86,164.58
175,2025-05-13,6,128,108,1,68.11,68.11
176,2025-08-11,8,22,53,1,421.85,421.85
177,2025-07-30,9,183,15,2,62.37,124.74
178,2024-04-01,2,97,100,1,77.98,77.98
179,2024-06-10,1,156,14,2,202.61,405.22
180,2025-08-09,3,72,106,2,52.68,105.36
181,2025-04-14,10,44,68,5,288.63,1443.15
182,2024-02-08,2,182,55,1,503.46,503.46
183,2024-06-21,6,126,84,5,151.05,755.25
184,2024-04-02,5,86,89,2,119.92,239.84
185,2025-11-27,9,46,53,1,421.85,421.85
186,2025-11-05,6,63,41,2,67.95,135.9
187,2024-12-24,6,25,40,2,18.41,36.82
188,2025-10-09,8,167,50,3,409.76,1229.28
189,2024-03-25,7,122,21,1,17.21,17.21
190,2024-05-20,5,37,68,2,288.63,577.26
191,2024-12-12,7,145,104,2,69.5,139.0
192,2025-01-14,7,162,68,4,288.63,1154.52
193,2025-09-28,7,188,96,1,21.4,21.4
194,2025-09-19,9,187,43,3,246.49,739.47
195,2025-02-03,1,144,15,2,62.37,124.74
196,2024-03-28,8,35,49,1,152.06,152.06
197,2024-06-14,9,180,14,2,202.61,405.22
198,2025-02-09,2,59,36,2,35.54,71.08
199,2024-06-22,7,100,67,2,312.86,625.72
200,2024-12-15,2,67,109,3,40.7,122.1
201,2025-08-19,2,61,71,2,180.99,361.98
202,2024-10-09,5,86,95,3,132.51,397.53
203,2024-05-22,10,66,118,2,103.41,206.82
204,2025-01-21,5,173,118,4,103.41,413.64
205,2025-01-12,5,197,23,2,31.71,63.42
206,2025-12-06,6,47,12,1,212.34,212.34
207,2025-02-19,7,199,106,2,52.68,105.36
208,2024-05-21,2,170,26,2,30.45,60.9
209,2025-06-21,8,104,33,3,36.13,108.39
210,2024-06-04,6,181,98,1,111.77,111.77
211,2025-10-17,10,176,70,1,235.91,235.91
212,2024-04-18,1,142,39,3,60.26,180.78
213,2024-01-19,10,89,83,1,94.48,94.48
214,2024-09-28,8,133,94,1,108.98,108.98
215,2025-08-25,1,67,62,2,336.43,672.86
216,2024-04-05,3,41,70,5,235.91,1179.55
217,2025-09-18,3,23,13,2,40.5,81.0
218,2025-12-20,3,131,90,4,73.44,293.76
219,2025-05-15,8,175,44,3,200.1,600.3
220,2025-10-19,4,188,75,1,162.18,162.18
221,2025-08-12,5,167,18,3,98.48,295.44
222,2024-01-21,8,61,56,2,140.23,280.46
223,2024-03-17,5,150,50,3,409.76,1229.28
224,2025-06-26,4,97,14,3,202.61,607.83
225,2025-08-19,1,117,44,1,200.1,200.1
226,2025-09-27,1,88,76,1,482.76,482.76
227,2025-09-27,2,23,40,5,18.41,92.05
228,2024-02-09,7,7,106,1,52.68,52.68
229,2025-07-25,3,88,109,5,40.7,203.5
230,2024-11-17,1,200,22,4,48.33,193.32
231,2025-07-03,7,30,27,3,58.92,176.76
232,2024-11-22,8,198,24,5,46.99,234.95
233,2025-05-14,2,146,94,5,108.98,544.9
234,2025-12-08,1,157,52,3,347.09,1041.27
235,2025-06-18,4,97,77,1,174.74,174.74
236,2024-09-23,6,57,69,3,341.97,1025.91
237,2025-01-19,8,114,110,1,34.19,34.19
238,2024-04-28,4,68,107,2,96.76,193.52
239,2025-05-11,1,130,89,2,119.92,239.84
240,2024-03-03,7,108,37,2,49.25,98.5
241,2025-11-17,9,145,30,2,55.81,111.62
242,2025-05-11,7,66,52,2,347.09,694.18
243,2024-08-10,6,115,29,3,35.78,107.34
244,2024-01-04,5,108,92,4,148.71,594.84
245,2025-07-25,10,178,113,1,27.73,27.73
246,2024-07-20,9,56,10,1,47.47,47.47
247,2024-09-08,10,94,33,1,36.13,36.13
248,2024-10-04,4,154,22,4,48.33,193.32
249,2024-06-07,3,151,86,2,217.43,434.86
250,2024-08-22,7,191,64,4,188.2,752.8
251,2024-12-11,1,121,99,1,232.35,232.35
252,2024-06-26,10,121,4,1,43.14,43.14
253,2024-12-08,8,77,108,3,68.11,204.33
254,2024-10-01,6,90,70,4,235.91,943.64
255,2024-01-04,8,93,67,1,312.86,312.86
256,2025-07-20,4,6,52,2,347.09,694.18
257,2025-10-06,4,126,65,1,277.53,277.53
258,2025-01-23,10,21,99,4,232.35,929.4
259,2024-05-01,3,76,15,1,62.37,62.37
260,2025-09-20,3,75,54,2,429.71,859.42
261,2024-10-23,1,92,62,1,336.43,336.43
262,2024-11-06,7,154,46,4,322.71,1290.84
263,2025-02-16,4,181,16,1,75.99,75.99
264,2025-04-11,1,3,62,2,336.43,672.86
265,2025-10-24,10,6,81,2,125.18,250.36
266,2025-12-20,8,30,86,3,217.43,652.29
267,2025-04-20,9,60,7,4,191.32,765.28
268,2025-08-28,5,31,33,2,36.13,72.26
269,2024-12-09,3,160,100,3,77.98,233.94
270,2025-10-04,4,41,11,1,248.03,248.03
271,2024-04-26,4,15,8,2,193.45,386.9
272,2024-01-22,2,27,14,1,202.61,202.61
273,2024-03-22,8,26,5,2,27.12,54.24
274,2025-03-05,4,187,82,2,159.49,318.98
275,2024-05-22,2,3,101,5,116.86,584.3
276,2025-12-04,3,73,48,1,80.2,80.2
277,2024-08-24,2,34,119,1,129.74,129.74
278,2025-02-08,2,55,55,2,503.46,1006.92
279,2025-12-19,6,109,17,5,270.61,1353.05
280,2025-04-28,3,186,34,4,54.86,219.44
281,2025-02-24,2,99,114,1,138.08,138.08
282,2025-03-04,5,54,32,2,38.47,76.94
283,2024-03-25,9,174,28,2,46.12,92.24
284,2025-08-03,6,29,82,5,159.49,797.45
285,2025-04-10,4,17,35,1,56.38,56.38
286,2025-07-04,9,115,68,1,288.63,288.63
287,2025-03-11,2,94,9,1,98.01,98.01
288,2024-11-19,2,51,119,1,129.74,129.74
289,2024-03-07,10,32,28,3,46.12,138.36
290,2025-05-19,6,170,28,2,46.12,92.24
291,2025-10-13,4,148,34,2,54.86,109.72
292,2025-11-30,8,83,54,2,429.71,859.42
293,2025-09-01,1,167,119,2,129.74,259.48
294,2025-12-11,3,31,91,1,37.96,37.96
295,2025-08-20,7,105,49,3,152.06,456.18
296,2025-01-11,3,102,8,1,193.45,193.45
297,2024-12-26,1,43,39,1,60.26,60.26
298,2025-05-09,10,71,92,2,148.71,297.42
299,2025-07-25,8,42,11,1,248.03,248.03
300,2025-05-05,4,187,79,3,279.28,837.84
301,2024-03-07,10,165,64,1,188.2,188.2
302,2024-02-14,10,38,30,1,55.81,55.81
303,2025-08-03,1,112,53,4,421.85,1687.4
304,2025-04-20,9,77,90,1,73.44,73.44
305,2024-03-14,6,168,61,1,291.69,291.69
306,2025-10-07,1,175,8,4,193.45,773.8
307,2024-06-19,7,135,79,1,279.28,279.28
308,2024-01-29,5,72,30,4,55.81,223.24
309,2025-12-15,1,88,1,1,85.23,85.23
310,2024-08-23,9,179,87,1,193.76,193.76
311,2025-03-27,1,62,106,1,52.68,52.68
312,2024-04-08,8,60,119,1,129.74,129.74
313,2024-12-06,4,116,79,2,279.28,558.56
314,2025-03-29,4,8,95,1,132.51,132.51
315,2025-08-28,4,105,48,1,80.2,80.2
316,2025-08-15,9,9,69,3,341.97,1025.91
317,2024-08-02,10,127,56,1,140.23,140.23
318,2025-06-25,5,163,47,1,475.33,475.33
319,2024-02-06,6,47,112,1,87.83,87.83
320,2024-05-28,2,90,60,1,266.92,266.92
321,2025-06-17,5,48,80,3,449.04,1347.12
322,2025-08-21,9,136,66,2,336.94,673.88
323,2024-02-14,5,118,113,3,27.73,83.19
324,2025-03-01,10,138,94,2,108.98,217.96
325,2024-11-20,5,152,72,3,150.36,451.08
326,2025-11-12,3,99,9,2,98.01,196.02
327,2024-01-13,2,104,30,1,55.81,55.81
328,2025-10-06,9,123,105,2,88.31,176.62
329,2025-12-05,9,32,103,4,69.27,277.08
330,2024-07-16,5,88,80,1,449.04,449.04
331,2025-08-01,10,169,15,3,62.37,187.11
332,2025-10-05,10,55,83,4,94.48,377.92
333,2024-03-27,2,165,105,2,88.31,176.62
334,2024-01-25,3,18,24,2,46.99,93.98
335,2024-03-08,5,55,49,5,152.06,760.3
336,2025-07-11,1,138,74,1,417.48,417.48
337,2024-08-04,6,127,119,2,129.74,259.48
338,2025-01-14,2,30,25,2,21.68,43.36
339,2025-12-19,7,176,40,2,18.41,36.82
340,2024-12-17,9,196,51,2,480.33,960.66
341,2025-12-11,2,187,96,4,21.4,85.6
342,2025-03-28,7,87,111,1,96.99,96.99
343,2024-01-12,5,30,24,1,46.99,46.99
344,2024-11-08,9,112,10,2,47.47,94.94
345,2025-11-28,6,108,106,1,52.68,52.68
346,2025-03-26,8,152,72,1,150.36,150.36
347,2024-03-16,5,92,13,2,40.5,81.0
348,2024-12-01,9,130,118,2,103.41,206.82
349,2025-03-02,9,58,39,1,60.26,60.26
350,2025-07-16,10,134,51,5,480.33,2401.65
351,2025-06-26,6,3,1,2,85.23,170.46
352,2024-09-21,8,55,3,2,44.33,88.66
353,2024-03-17,1,29,40,2,18.41,36.82
354,2025-04-20,4,106,83,1,94.48,94.48
355,2025-12-05,1,171,64,3,188.2,564.6
356,2024-09-10,7,144,118,4,103.41,413.64
357,2025-07-19,7,35,88,2,28.63,57.26
358,2025-01-21,3,148,11,3,248.03,744.09
359,2025-08-09,5,148,75,3,162.18,486.54
360,2024-06-16,4,92,50,1,409.76,409.76
361,2024-01-29,6,23,8,2,193.45,386.9
362,2025-03-08,2,109,119,1,129.74,129.74
363,2025-03-11,5,177,110,1,34.19,34.19
364,2024-05-17,1,67,114,2,138.08,276.16
365,2025-08-26,5,10,93,2,152.15,304.3
366,2024-03-07,7,145,19,1,61.82,61.82
367,2025-08-02,7,131,80,2,449.04,898.08
368,2025-04-21,9,120,1,2,85.23,170.46
369,2024-05-24,2,85,39,1,60.26,60.26
370,2024-05-22,6,70,65,1,277.53,277.53
371,2025-12-20,4,119,56,4,140.23,560.92
372,2024-09-11,1,131,95,1,132.51,132.51
373,2024-07-25,1,32,16,3,75.99,227.97
374,2024-04-03,5,147,119,1,129.74,129.74
375,2024-11-27,1,119,31,1,51.82,51.82
376,2025-05-09,8,127,8,3,193.45,580.35
377,2024-03-28,1,69,33,3,36.13,108.39
378,2025-03-20,4,6,53,2,421.85,843.7
379,2024-02-05,3,147,11,2,248.03,496.06
380,2025-03-12,3,41,113,2,27.73,55.46
381,2024-10-27,6,46,43,1,246.49,246.49
382,2024-12-09,10,45,13,1,40.5,40.5
383,2025-04-15,7,60,89,1,119.92,119.92
384,2025-08-06,8,16,55,2,503.46,1006.92
385,2025-01-08,6,1,14,3,202.61,607.83
386,2025-11-14,10,105,45,4,142.3,569.2
387,2024-05-25,3,8,46,3,322.71,968.13
388,2024-01-27,4,6,63,5,209.35,1046.75
389,2025-08-01,8,81,42,2,176.35,352.7
390,2025-02-14,4,49,112,1,87.83,87.83
391,2025-11-21,7,119,35,2,56.38,112.76
392,2024-09-24,2,29,25,1,21.68,21.68
393,2024-01-13,6,15,111,2,96.99,193.98
394,2025-11-12,8,194,100,1,77.98,77.98
395,2024-08-02,9,184,77,1,174.74,174.74
396,2024-09-23,1,24,37,3,49.25,147.75
397,2025-03-18,7,140,81,1,125.18,125.18
398,2024-02-29,5,11,67,3,312.86,938.58
399,2025-11-18,8,63,13,2,40.5,81.0
400,2025-04-05,3,56,91,3,37.96,113.88
401,2025-02-22,5,87,103,3,69.27,207.81
402,2024-03-07,10,104,23,5,31.71,158.55
403,2024-08-09,2,116,23,3,31.71,95.13
404,2025-09-12,7,56,90,2,73.44,146.88
405,2024-01-24,8,200,46,2,322.71,645.42
406,2024-09-01,2,28,15,1,62.37,62.37
407,2024-09-12,2,127,51,4,480.33,1921.32
408,2025-06-07,2,184,65,3,277.53,832.59
409,2024-03-16,2,115,103,1,69.27,69.27
410,2024-12-31,6,27,5,1,27.12,27.12
411,2025-10-29,9,114,11,3,248.03,744.09
412,2024-09-26,1,147,65,1,277.53,277.53
413,2024-08-10,8,112,1,1,85.23,85.23
414,2025-10-05,10,90,39,1,60.26,60.26
415,2024-03-04,3,75,45,4,142.3,569.2
416,2024-10-02,3,177,82,2,159.49,318.98
417,2025-09-22,5,144,37,2,49.25,98.5
418,2025-03-01,7,57,68,1,288.63,288.63
419,2024-02-27,3,77,4,2,43.14,86.28
420,2024-07-11,3,26,75,1,162.18,162.18
421,2024-10-14,1,162,112,3,87.83,263.49
422,2024-08-28,4,84,84,1,151.05,151.05
423,2024-06-18,8,54,80,2,449.04,898.08
424,2024-10-10,8,9,34,1,54.86,54.86
425,2024-01-20,6,87,39,1,60.26,60.26
426,2025-01-01,7,63,96,3,21.4,64.2
427,2024-07-10,6,46,110,3,34.19,102.57
428,2025-07-16,3,11,63,2,209.35,418.7
429,2025-03-15,9,70,116,1,34.3,34.3
430,2024-01-05,6,105,99,1,232.35,232.35
431,2024-10-29,7,22,3,1,44.33,44.33
432,2025-06-13,9,44,83,2,94.48,188.96
433,2024-01-13,5,82,35,2,56.38,112.76
434,2025-11-30,2,166,91,1,37.96,37.96
435,2024-03-24,7,161,98,2,111.77,223.54
436,2025-06-28,2,152,60,2,266.92,533.84
437,2025-09-30,8,179,40,2,18.41,36.82
438,2025-09-02,2,151,46,1,322.71,322.71
439,2025-04-07,2,65,11,3,248.03,744.09
440,2025-06-20,2,200,9,1,98.01,98.01
441,2024-09-23,7,125,32,2,38.47,76.94
442,2024-01-20,4,135,38,1,45.02,45.02
443,2025-05-04,10,189,31,2,51.82,103.64
444,2025-07-10,7,158,77,2,174.74,349.48
445,2024-08-05,4,92,71,2,180.99,361.98
446,2024-08-29,3,42,95,1,132.51,132.51
447,2024-08-20,8,27,66,1,336.94,336.94
448,2025-07-11,6,32,89,2,119.92,239.84
449,2024-03-21,2,54,61,1,291.69,291.69
450,2024-04-20,5,33,113,1,27.73,27.73
451,2024-07-30,8,90,119,1,129.74,129.74
452,2025-07-18,8,128,87,1,193.76,193.76
453,2024-09-02,2,39,57,1,337.18,337.18
454,2025-04-21,2,6,12,1,212.34,212.34
455,2025-03-01,4,26,113,1,27.73,27.73
456,2025-09-21,10,167,90,3,73.44,220.32
457,2025-12-15,2,111,108,1,68.11,68.11
458,2024-10-15,5,1,60,1,266.92,266.92
459,2025-06-20,9,73,56,3,140.23,420.69
460,2024-05-11,6,185,64,2,188.2,376.4
461,2024-10-30,1,30,101,3,116.86,350.58
462,2024-05-22,6,69,20,3,104.42,313.26
463,2025-04-02,7,111,67,1,312.86,312.86
464,2025-08-17,3,157,104,4,69.5,278.0
465,2025-02-17,10,42,23,1,31.71,31.71
466,2024-01-09,6,164,13,1,40.5,40.5
467,2025-01-14,4,90,37,4,49.25,197.0
468,2025-10-21,9,31,25,4,21.68,86.72
469,2024-10-10,6,36,89,2,119.92,239.84
470,2025-04-30,5,162,3,2,44.33,88.66
471,2025-05-26,7,10,9,3,98.01,294.03
472,2025-12-14,4,131,69,2,341.97,683.94
473,2024-03-23,9,142,110,1,34.19,34.19
474,2025-03-16,7,122,14,1,202.61,202.61
475,2025-08-19,2,151,13,1,40.5,40.5
476,2025-02-05,2,183,101,3,116.86,350.58
477,2025-06-05,5,160,75,2,162.18,324.36
478,2025-03-11,3,18,7,3,191.32,573.96
479,2024-02-21,2,7,39,4,60.26,241.04
480,2025-02-11,8,142,92,1,148.71,148.71
481,2024-09-23,2,178,4,3,43.14,129.42
482,2024-11-23,3,165,49,1,152.06,152.06
483,2025-07-26,9,178,68,2,288.63,577.26
484,2025-04-26,6,95,109,2,40.7,81.4
485,2025-11-01,2,90,34,1,54.86,54.86
486,2025-05-15,1,162,43,1,246.49,246.49
487,2024-11-23,7,199,88,1,28.63,28.63
488,2024-02-08,9,52,107,1,96.76,96.76
489,2025-09-13,4,50,44,1,200.1,200.1
490,2024-10-17,1,161,71,2,180.99,361.98
491,2024-03-28,8,110,80,1,449.04,449.04
492,2024-11-17,10,137,78,2,442.94,885.88
493,2024-09-19,5,65,12,4,212.34,849.36
494,2025-05-20,9,118,30,1,55.81,55.81
495,2024-02-13,8,40,103,3,69.27,207.81
496,2025-01-08,1,187,107,3,96.76,290.28
497,2024-11-24,8,5,2,3,53.3,159.9
498,2025-07-08,8,197,68,1,288.63,288.63
499,2024-05-25,6,30,55,1,503.46,503.46
500,2024-04-15,1,35,14,1,202.61,202.61
501,2024-10-29,1,14,40,2,18.41,36.82
502,2025-09-16,5,98,69,3,341.97,1025.91
503,2024-03-02,10,88,15,2,62.37,124.74
504,2025-02-07,6,26,35,1,56.38,56.38
505,2024-12-10,5,160,50,3,409.76,1229.28
506,2024-05-27,3,197,88,2,28.63,57.26
507,2025-06-10,5,187,80,3,449.04,1347.12
508,2025-05-20,2,177,104,3,69.5,208.5
509,2025-11-23,8,129,13,2,40.5,81.0
510,2024-05-30,9,24,39,4,60.26,241.04
511,2024-11-10,9,107,9,2,98.01,196.02
512,2025-07-10,2,70,42,2,176.35,352.7
513,2024-04-10,1,93,92,2,148.71,297.42
514,2025-02-13,8,54,109,4,40.7,162.8
515,2024-01-28,2,37,40,2,18.41,36.82
516,2024-12-21,3,24,92,1,148.71,148.71
517,2024-07-23,6,120,90,1,73.44,73.44
518,2024-04-21,2,134,51,2,480.33,960.66
519,2025-05-24,10,18,63,1,209.35,209.35
520,2024-01-23,9,30,28,1,46.12,46.12
521,2024-05-03,7,195,59,1,214.67,214.67
522,2025-08-09,9,19,45,2,142.3,284.6
523,2024-04-03,2,108,4,1,43.14,43.14
524,2025-05-26,6,162,105,2,88.31,176.62
525,2024-02-10,8,174,54,1,429.71,429.71
526,2024-06-20,2,87,80,3,449.04,1347.12
527,2024-03-25,4,179,109,1,40.7,40.7
528,2025-08-16,9,29,85,4,31.67,126.68
529,2024-10-06,9,150,25,4,21.68,86.72
530,2025-06-10,8,86,102,2,97.5,195.0
531,2025-01-25,5,185,72,2,150.36,300.72
532,2024-10-21,8,151,107,2,96.76,193.52
533,2025-01-22,9,94,83,2,94.48,188.96
534,2025-11-19,3,122,9,3,98.01,294.03
535,2024-12-19,4,8,58,4,236.97,947.88
536,2025-11-18,3,74,86,2,217.43,434.86
537,2024-11-29,2,80,92,3,148.71,446.13
538,2025-06-18,7,55,69,2,341.97,683.94
539,2025-10-07,5,13,32,1,38.47,38.47
540,2024-06-04,4,27,45,2,142.3,284.6
541,2024-02-24,10,23,107,1,96.76,96.76
542,2025-08-21,10,112,90,1,73.44,73.44
543,2025-08-11,8,35,75,1,162.18,162.18
544,2024-06-20,6,117,92,4,148.71,594.84
545,2025-06-21,9,183,89,1,119.92,119.92
546,2025-07-30,8,93,109,3,40.7,122.1
547,2024-04-23,10,74,28,2,46.12,92.24
548,2025-10-20,2,19,26,1,30.45,30.45
549,2025-05-20,2,111,22,1,48.33,48.33
550,2024-02-02,1,7,57,2,337.18,674.36
551,2024-03-17,9,192,67,2,312.86,625.72
552,2024-10-17,5,116,71,2,180.99,361.98
553,2024-06-17,7,173,39,1,60.26,60.26
554,2025-11-16,6,110,86,1,217.43,217.43
555,2024-02-21,6,54,4,1,43.14,43.14
